,DATE,STOCK_CODE,STOCK_ABBREVIATION,CLICK,ABBREVIATION_x,CLICK_PERCENT_ASSET100000,CLICK_PERCENT_ASSET500000,CLICK_PERCENT_ASSET1000000,ABBREVIATION_y,FAVORITE_PERCENT_x,ABBREVIATION,PERCENTAGE_ASSET100000,PERCENTAGE_ASSET500000,PERCENTAGE_ASSET1000000,cnt_1,cnt_1.1,FAVORITE_PERCENT_y,PERCENT_INCREASE,cnt_2,cnt_2.1,FAVORITE_PERCENT_ASSET100000,FAVORITE_PERCENT_INCREASE_ASSET100000,cnt_3,cnt_3.1,FAVORITE_PERCENT_ASSET500000,FAVORITE_PERCENT_INCREASE_ASSET500000,cnt_4,cnt_4.1,FAVORITE_PERCENT_ROOKIE,FAVORITE_PERCENT_INCREASE_ROOKIE,cnt_5,cnt_5.1,FAVORITE_PERCENT_1YEAR,FAVORITE_PERCENT_INCREASE_1YEAR,cnt_6,cnt_6.1,FAVORITE_PERCENT_3YEAR,FAVORITE_PERCENT_INCREASE_3YEAR,cnt_7,cnt_7.1,FAVORITE_PERCENT_5YEAR,FAVORITE_PERCENT_INCREASE_5YEAR,DateTime,return,returnlag1
266484,20141010,000413,东旭光电,569799,东旭光电,0.00154525,0.001917,0.00067043,东旭光电,0.00081874,东旭光电,0.00068986,0.00061838,0.00059122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-0.362319,-1.818182
266485,20141010,000415,渤海租赁,24817,渤海金控,6.828e-05,7.531e-05,2.2100000000000002e-05,渤海金控,0.00031343,渤海金控,0.00033166,0.00032869999999999997,0.00033845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,0.0,0.0
266486,20141010,000416,民生控股,33470,民生控股,0.00012868,0.00019401,0.00034521,民生控股,0.00018359,民生控股,0.00016958,0.00021571,0.00020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,1.360544,2.013423
266487,20141010,000417,合肥百货,80309,,,,,合肥百货,0.00021645,合肥百货,0.00017766,0.00024653,0.00024419999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.068702,2.623457
266488,20141010,000418,小天鹅A,32269,小天鹅A,8.504e-05,3.192e-05,3.947e-05,小天鹅A,0.00020195,小天鹅A,0.00023765,0.00020749,0.00024419999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.510067,0.08517899999999999
266489,20141010,000419,通程控股,56079,通程控股,0.00019668,0.0001806,0.00030469,通程控股,0.00034912,通程控股,0.00034839,0.00032254,0.00038558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-2.453102,-1.331361
266490,20141010,000420,吉林化纤,58236,吉林化纤,0.00014209,0.00022828,8.42e-06,吉林化纤,0.00029031,吉林化纤,0.00024168,0.00020133,0.00019707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-2.0967740000000004,0.658979
266491,20141010,000421,南京中北,35116,南京公用,0.00036314,6.149e-05,5.526e-05,南京公用,0.00021690000000000001,南京公用,0.00019727,0.00020133,0.00022706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.968504,0.8032130000000001
266492,20141010,000422,湖北宜化,82855,湖北宜化,0.00023636,0.00028700000000000004,0.00013893,湖北宜化,0.00029082,湖北宜化,0.00037839,0.00042115,0.00030846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.382488,-0.311526
266493,20141010,000423,东阿阿胶,187078,东阿阿胶,0.00102035,0.00120578,0.00075989,东阿阿胶,0.00064225,东阿阿胶,0.00071351,0.00088545,0.00090825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,0.746681,-0.494098
266494,20141010,000425,徐工机械,107294,徐工机械,0.00029553,0.00019442,0.00025575,徐工机械,0.00044759,徐工机械,0.00050874,0.00051976,0.00057837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-2.796421,-1.035673
266495,20141010,000426,兴业矿业,55122,兴业矿业,0.00015081,0.0002262,6.104e-05,兴业矿业,0.00039004,兴业矿业,0.00038069,0.00035952,0.00040272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.561145,0.881057
266496,20141010,000428,华天酒店,101622,华天酒店,0.00025105,0.00017356,0.00016840000000000003,华天酒店,0.00033489,华天酒店,0.00034435,0.00031432,0.00027419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-2.715655,0.9852219999999999
266497,20141010,000429,粤高速A,26029,粤高速A,7.823e-05,0.00012395,2e-05,粤高速A,0.00013348,粤高速A,0.00016727,0.00019311,0.00014995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141010,-1.732673,0.0
